Price,Close,High,Low,Open,Volume
Ticker,UST-USD,UST-USD,UST-USD,UST-USD,UST-USD
Date,,,,,
2022-05-14,0.19644199311733246,0.25523999333381653,0.14826799929141998,0.1618569940328598,376460753
2022-05-15,0.17665700614452362,0.2612740099430084,0.17034800350666046,0.19596999883651733,335182962
2022-05-16,0.12643399834632874,0.1865600049495697,0.09439799934625626,0.17664499580860138,389081589
2022-05-17,0.13030900061130524,0.15622499585151672,0.10777299851179123,0.12653900682926178,264405278
2022-05-18,0.09096100181341171,0.3141550123691559,0.08784200251102448,0.1303109973669052,173247622
2022-05-19,0.0760129988193512,0.11512000113725662,0.0760129988193512,0.09099200367927551,102877377
2022-05-20,0.06626500189304352,0.0917230024933815,0.06130500137805939,0.07606299966573715,59116609
2022-05-21,0.05648199841380119,0.06621400266885757,0.050863999873399734,0.06621400266885757,45170671
2022-05-22,0.06429000198841095,0.07345999777317047,0.05106699839234352,0.05752800032496452,78643835
2022-05-23,0.07136999815702438,0.08240900188684464,0.0544620007276535,0.06427700072526932,90652769
2022-05-24,0.07000300288200378,0.09250199794769287,0.061709001660346985,0.07122199982404709,59529498
2022-05-25,0.09463100135326385,0.3220599889755249,0.06755000352859497,0.06960800290107727,174553602
2022-05-26,0.06391900032758713,0.53473299741745,0.04800499975681305,0.09473200142383575,117938243
2022-05-27,0.03480200096964836,0.06400500237941742,0.03276500105857849,0.06399200111627579,27457468
2022-05-28,0.02878599986433983,0.040734000504016876,0.018463000655174255,0.04006500169634819,21456925
2022-05-29,0.026768000796437263,0.0311450008302927,0.02330400049686432,0.028660999611020088,14038646
2022-05-30,0.025112999603152275,0.03300800174474716,0.025012999773025513,0.02676600031554699,32885588
2022-05-31,0.021438999101519585,0.026281999424099922,0.020854000002145767,0.025049999356269836,28291420
